u_nickname,u_url,m_content,m_content_url,m_content_id,m_images,m_videos,r_comment_num,g_publish_time,r_like_num,r_trans_num,verified,u_id,u_desc,u_fans,u_follow,u_login_time,u_area
Rick Scott,https://twitter.com/SenRickScott,"Communist China is our adversary. PERIOD. 

_They steal our jobs.
_They steal our technology &amp; data.
_They lied &amp; hid the early spread of #Coronavirus
_They¡¯re imprisoning Uyghurs in camps for their religion 

It¡¯s time we hold them accountable. https://t.co/3GqD5CV8WR",,1264713896239169539,['http://pbs.twimg.com/ext_tw_video_thumb/1264713852467531779/pu/img/FRLH30DO1K89XWrs.jpg'],https://twitter.com/SenRickScott/status/1264713896239169539/video/1,227,2020-05-25 08:24:24,1466,1012,1,131546062,"Senator from the great state of Florida. Fighting for Florida families and to Make Washington Work. #LetsGetToWork
https://t.co/t2TJJ5tras",341402,1536,2010-04-11 00:03:04,The Sunshine State
Ryan Saavedra,https://twitter.com/RealSaavedra,Communist China is so happy that CNN's Jim Acosta is at the coronavirus press briefing,,1244747393649627137,,,3253,2020-03-31 06:04:39,14914,2837,1,8.12136E+17,Reporter at @realDailyWire. Retweets ¡Ù endorsement.,286555,536,2016-12-23 11:20:58,TX
Sen. Marsha Blackburn,https://twitter.com/MarshaBlackburn,"Communist China is trying to rewrite history with propaganda. The world knows that the coronavirus originated in China.
https://t.co/0AcQ3K9PbG",,1333475409149784064,,,229,2020-12-01 02:18:06,1349,404,1,278145569,I am honored to serve the people of Tennessee.,289154,2184,2011-04-07 02:05:33,"Brentwood, TN"
Sen. Marsha Blackburn,https://twitter.com/MarshaBlackburn,"Communist China is vying for @UNHumanRights Council - ironic considering that they've violated the human rights of people around the world just this year by mishandling COVID-19, forcing Uyghurs to forced labor camps, &amp; instituting draconian ¡°national security¡± laws in Hong Kong.",,1316202381672173568,,,111,2020-10-14 10:21:16,1234,922,1,278145569,I am honored to serve the people of Tennessee.,289154,2184,2011-04-07 02:05:33,"Brentwood, TN"
Rick Scott,https://twitter.com/SenRickScott,"Communist China lied about the #Coronavirus and the @WHO helped them. 

We shouldn't be spending taxpayer $$ on an organization that helps China cover up their failures. Congress will investigate and we will hold the WHO accountable. https://t.co/3oFvarXozP",,1247610849696649217,['http://pbs.twimg.com/ext_tw_video_thumb/1247610788170346496/pu/img/ATBFr70aVWPLVit7.jpg'],https://twitter.com/SenRickScott/status/1247610849696649217/video/1,245,2020-04-08 03:43:00,2172,1381,1,131546062,"Senator from the great state of Florida. Fighting for Florida families and to Make Washington Work. #LetsGetToWork
https://t.co/t2TJJ5tras",341402,1536,2010-04-11 00:03:04,The Sunshine State
Steve Scalise,https://twitter.com/SteveScalise,"Communist China lied to the world about Coronavirus and refused to let our experts in early to help stop the spread. Their cover-up caused global suffering and destroyed the entire world economy.

China must be held accountable. https://t.co/T7tO3H8XNB",,1255200306134159361,['http://pbs.twimg.com/amplify_video_thumb/1255183357903855617/img/5SfONY7kr9M1mcyu.jpg'],https://twitter.com/SteveScalise/status/1255200306134159361/video/1,156,2020-04-29 02:20:48,935,419,1,1209417007,House Republican Whip. Dad. LSU & Saints fan. Proudly representing Louisiana¡¯s First District.,437186,1300,2013-02-23 02:10:47,"Jefferson, LA"
Mark R. Levin,https://twitter.com/marklevinshow,"Communist China telling the Arab world that WE are the cause of the coronavirus
https://t.co/pQXvwbJMtY",,1251853387773198339,,,355,2020-04-19 20:41:20,2093,1146,1,38495835,"THIS IS THE OFFICIAL MARK LEVIN SHOW TWITTER PAGE. 
DOWNLOAD MY PODCAST FOR FREE https://t.co/HUEgXS3l2C",2632415,6,2009-05-08 03:18:36,Underground Bunker
Mark R. Levin,https://twitter.com/marklevinshow,"Communist China using its virus for world domination
https://t.co/5GykyMtZvm",,1247158669327958018,,,740,2020-04-06 21:46:12,6082,2647,1,38495835,"THIS IS THE OFFICIAL MARK LEVIN SHOW TWITTER PAGE. 
DOWNLOAD MY PODCAST FOR FREE https://t.co/HUEgXS3l2C",2632415,6,2009-05-08 03:18:36,Underground Bunker
Rick Scott,https://twitter.com/SenRickScott,"Communist China¡¯s censorship and centralized control is harming the world community¡¯s ability to handle the spread of this virus. 

Peoples¡¯ lives are at stake. 
https://t.co/mIDuM9jmSw",,1221816097877393409,,,218,2020-01-27 23:23:52,2353,1827,1,131546062,"Senator from the great state of Florida. Fighting for Florida families and to Make Washington Work. #LetsGetToWork
https://t.co/t2TJJ5tras",341402,1536,2010-04-11 00:03:04,The Sunshine State
Matt Schlapp,https://twitter.com/mschlapp,"Communists may have given us the #ChinaVirus, but it took a free society to come up with therapeutics and vaccines. https://t.co/xBKKFe9Di7",,1331384746190974978,['http://pbs.twimg.com/ext_tw_video_thumb/1331384498626457603/pu/img/gfdHughPE5W0122v.jpg'],https://twitter.com/mschlapp/status/1331384746190974978/video/1,172,2020-11-25 07:50:34,1022,172,1,138809881,"Dad to 5 angels, husband to @mercedesschlapp as seen on the screen, kansas, American Conservative Union Chair, @cpac, Go Irish, life is better on the farm",246179,1202,2010-05-01 01:20:18,Alexandria VA
Anthony Scaramucci,https://twitter.com/Scaramucci,"Community spread of #COVID19 in USA follows patterns we¡¯ve already seen in China &amp; Italy. Difference is their response has been more honest &amp; decisive.

@realDonaldTrump only cares about impact on economy &amp; re-election, but needs to realize feet-dragging will only make it worse.",,1236689427222708227,,,209,2020-03-09 00:25:10,2791,565,1,24578794,American entrepreneur. Founder @skybridge @saltconference. Host @moochfm. #bitcoin,1001392,1349,2009-03-16 04:20:03,"Long Island, NY"
Spokesperson·¢ÑÔÈË°ì¹«ÊÒ,https://twitter.com/MFA_China,"Confirmed cases of #COVID19 were first found in China, but its origin is not necessarily in China. We are still tracing the origin. https://t.co/IG4IsCJ0JC",,1235160704677642240,['http://pbs.twimg.com/ext_tw_video_thumb/1235160665381171200/pu/img/1MkFQcsCa9FiZxfm.jpg'],https://twitter.com/MFA_China/status/1235160704677642240/video/1,1039,2020-03-04 19:10:34,1668,661,1,1.18369E+18,"Follow us to know more about China's Diplomacy. 
YouTube https://t.co/owWGn7pWzE 
Facebook https://t.co/Mkd9zD52cs 
Instagram https://t.co/Ibatpyiyli",247394,148,2019-10-14 18:42:48,ÖÐ¹ú£¬±±¾© Beijing PRC
Lijian Zhao ÕÔÁ¢¼á,https://twitter.com/zlj517,"Confirmed cases of #COVID19 were first found in China, but its origin is not necessarily in China. We are still tracing the origin. https://t.co/N9p2Ne2NAt",,1235534660819513345,['http://pbs.twimg.com/ext_tw_video_thumb/1235534592360103936/pu/img/DvjeDQSzublVP2lM.jpg'],https://twitter.com/zlj517/status/1235534660819513345/video/1,148,2020-03-05 19:56:32,954,248,1,141627220,"Spokesman & DDG, Information Department, Foreign Ministry, China. @MFA_China @SpokespersonCHN YouTube https://t.co/owWGn7HxYe Facebook https://t.co/Mkd9zCNrkU",879845,175041,2010-05-08 23:38:36,"Beijing, China"
Carl Quintanilla,https://twitter.com/carlquintanilla,"Confirmed cases:

* UK: 459
* Austria: 246
* Greece: 99
* Iceland: 85
* Finland: 59
* Portugal: 59
* Ireland: 43
* Poland: 31
* Hungary: 13

https://t.co/fnOOE9o1pb",,1237912702825136128,,,318,2020-03-12 09:26:02,2550,1629,1,114782468,"Twenty years at @CNBC & @NBCNews / @WSJ alum / @NYCityCenter board / ¡°There¡¯s only one rule that I know of ¡ª ¡®Goddamn it, you¡¯ve got to be kind.¡¯¡± - Vonnegut",281491,5286,2010-02-16 23:59:04,nyc
Ramp Capital ,https://twitter.com/RampCapitalLLC,Congrats to China for not having a single COVID-19 death in the past 6 months. Incredible. https://t.co/0k8qwMPqD4,,1318750637463605248,['http://pbs.twimg.com/media/Ek0ktygXYAQrPgJ.jpg'],,361,2020-10-21 11:07:07,4395,735,0,2214652482,Kind of a VC. $WERAMP for the kids. Follow the People¡¯s Portfolio https://t.co/Wp5i3wqxSL + subscribe to the newsletter https://t.co/U5AKNacmLd,219963,335,2013-11-26 04:40:36,FinTwit
Sen.Moses Wetang'ula,https://twitter.com/Wetangulam,"Congratulations mr President for rejecting Covid-19 vaccine tests on Kenyans. We are neither test labs nor Guinea pigs! Test where the virus started and where it has heavy devastations in China, US, UK, Italy, Spain, France etc.. Resist!' Reject!",,1254074744393129984,,,256,2020-04-25 23:48:13,1639,222,0,402607606,"Party Leader, Ford Kenya
Senator, Bungoma County
Former Minister of Foreign Affairs, Republic of Kenya
Former Minister of Trade,
Former Member of Parliament",573554,38,2011-11-01 18:00:23,"Nairobi, Kenya"
Nikki Haley,https://twitter.com/NikkiHaley,Congratulations to @narendramodi and the people of India for being elected to the UN Security Council and the chair of the WHO¡¯s executive board. India has already supported calls to investigate the origins of the coronavirus ¡ª an inquiry China had fought to block.,,1274081345531187205,,,126,2020-06-20 04:47:18,6000,1254,1,1.07978E+18,Former U.S. Ambassador to the UN. 116th Governor of South Carolina. @ClemsonUniv Tiger. Proud American ,676442,609,2019-01-01 00:27:48,
John Bolton,https://twitter.com/AmbJohnBolton,"Congratulations to Tsai @iingwen as she begins her second term as President of Taiwan.  While facing daily threats from China &amp; exclusion from the WHO, Taiwan's model response to covid19 stands as an example to the world. Now is the time to build closer ties with Taipei.",,1263095913653952513,,,182,2020-05-20 21:15:07,1977,424,1,118756393,Former Assistant to the President for National Security Affairs (NSA),855975,1194,2010-03-02 01:18:27,"Washington, DC"
ANI,https://twitter.com/ANI,"Congress MLA from Arunachal Pradesh, Ninong Ering writes to EAM S Jaishankar, states ""Govt of India must put up a case in the international forums like ICJ against China for bio-war and ask for compensation to the tune of 22 Billion USD."" (file pic) #Coronavirus https://t.co/qMW79upEBc",,1244899269334593536,['http://pbs.twimg.com/media/EUbFLo4UYAARhrA.png'],,180,2020-03-31 16:08:09,5558,1332,1,355989081,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/PjGRhL4qvg",5204746,0,2011-08-16 13:23:41,India
AAP,https://twitter.com/AamAadmiParty,"Congress is dead, it is no longer an alternative: Hon'ble CM Shri @ArvindKejriwal

https://t.co/QSPNjTDPgV",,1303267829240623104,,,592,2020-09-08 17:43:58,1380,411,1,711694309,"__________ _____ ____ _____ ____ ____ _____ _____ __ _ __ _____ _ 

https://t.co/2sbFV0HydE | https://t.co/e8iFEHMq3m",5547398,280,2012-07-23 11:03:22,India
